id,localizacion,latitud,longitud,magnitud,time,profundidad,mes,ano,estado,estatus,hora,minuto
1169,74 km al SUR de CD HIDALGO,14.02,-92.02,5,0.455092593,82,1,2008,CHIS,revisado,10,55
1170,42 km al SUR de S LUIS R COLORADO,32.1,-114.71,5.3,0.050173611,5,2,2008,SON,revisado,1,12
1171,19 km al SURESTE de GPE VICTORIA(KM.43),32.14,-115,5.3,0.520625,16,2,2008,BC,revisado,12,29
1172,43 km al SURESTE de UNION HIDALGO,16.19,-94.56,5.3,0.284930556,96,2,2008,OAX,revisado,6,50
1173,178 km al SUROESTE de MAPASTEPEC,14.16,-93.89,5.5,0.709224537,16,3,2008,CHIS,revisado,17,1
1174,107 km al SURESTE de CD HIDALGO,13.9,-91.57,5.1,0.258275463,80,4,2008,CHIS,revisado,6,11
1175,198 km al SURESTE de CD HIDALGO,13.28,-91,5.7,0.918819444,20,4,2008,CHIS,revisado,22,3
1176,41 km al SUROESTE de PIJIJIAPAN,15.44,-93.5,5,0.870138889,96,4,2008,CHIS,revisado,20,53
1177,34 km al SUROESTE de HUETAMO,18.42,-101.14,5.4,0.247731481,49,4,2008,MICH,revisado,5,56
1178,156 km al SUROESTE de CD HIDALGO,13.8,-93.28,5.1,0.196053241,26,6,2008,CHIS,revisado,4,42
1179,23 km al NORTE de CRUCECITA,15.97,-96.1,5.1,0.2246875,49,7,2008,OAX,revisado,5,23
1180,67 km al SUROESTE de CD HIDALGO,14.28,-92.62,5,0.994756944,13,9,2008,CHIS,revisado,23,52
1181,52 km al SUROESTE de ACAPULCO,16.45,-100.11,5.2,0.740451389,10,9,2008,GRO,revisado,17,46
1182,208 km al SUROESTE de MANZANILLO,17.64,-105.61,6.4,0.897962963,16,9,2008,COL,revisado,21,33
1183,103 km al SUROESTE de CD HIDALGO,14.05,-92.86,6.6,0.612094907,23,10,2008,CHIS,revisado,14,41
1184,42 km al SUR de PETATLAN,17.17,-101.37,5,0.000717593,21,10,2008,GRO,revisado,0,1
1185,115 km al NORESTE de SAN JOSE DEL CABO,23.82,-108.94,5.5,0.207986111,19,1,2009,BCS,revisado,4,59
1186,34 km al NORESTE de MAPASTEPEC,15.72,-92.76,5.2,0.873275463,171,1,2009,CHIS,revisado,20,57
1187,121 km al OESTE de COLONIA DEL SOL,23.04,-111.09,5.1,0.743645833,15,1,2009,BCS,revisado,17,50
1188,39 km al NORESTE de CACAHOATAN,15.2,-91.87,5,0.33556713,202,1,2009,CHIS,revisado,8,3
1189,41 km al OESTE de ZIHUATANEJO,17.66,-101.94,5.2,0.30900463,5,1,2009,GRO,revisado,7,24
1190,27 km al SURESTE de CINTALAPA,16.46,-93.65,5,0.775509259,148,3,2009,CHIS,revisado,18,36
1191,27 km al NOROESTE de TECPAN,17.4,-100.8,5.3,0.116851852,22,3,2009,GRO,revisado,2,48
1192,26 km al NOROESTE de SAN MARCOS,16.88,-99.62,5.7,0.490590278,6,4,2009,GRO,revisado,11,46
1193,33 km al SURESTE de CD HIDALGO,14.53,-91.89,5.3,0.473506944,77,5,2009,CHIS,revisado,11,21
1194,156 km al SURESTE de CD HIDALGO,13.52,-91.32,5.1,0.808576389,17,5,2009,CHIS,revisado,19,24
1195,26 km al SURESTE de CHIAUTLA DE TAPIA,18.11,-98.46,5.7,0.600208333,62,5,2009,PUE,revisado,14,24
1196,219 km al SUROESTE de CIHUATLAN,18.55,-106.51,5.1,0.748136574,20,5,2009,JAL,revisado,17,57
1197,218 km al SUROESTE de CIHUATLAN,18.69,-106.55,5.3,0.8365625,13,5,2009,JAL,revisado,20,4
1198,358 km al SUR de CABO SAN LUCAS,19.72,-109.21,5.6,0.692789352,8,6,2009,BCS,revisado,16,37
1199,78 km al SUROESTE de AHOME,25.45,-109.75,5,0.206180556,10,7,2009,SIN,revisado,4,56
1200,78 km al SUROESTE de LOS MOCHIS,25.21,-109.42,5.4,0.250138889,15,7,2009,SIN,revisado,6,0
1201,112 km al NORESTE de LA PAZ,25.09,-109.93,5,0.646273148,10,7,2009,BCS,revisado,15,30
1202,175 km al SURESTE de SAN JOSE DEL CABO,22.19,-108.29,5.1,0.440451389,4,7,2009,BCS,revisado,10,34
1203,151 km al OESTE de M ALEMAN(LA DOCE),28.97,-113.02,5.3,0.538460648,11,8,2009,SON,revisado,12,55
1204,123 km al OESTE de M ALEMAN(LA DOCE),28.85,-112.74,6.5,0.54162037,10,8,2009,SON,revisado,12,59
1205,171 km al NORESTE de GUERRERO NEGRO,29.42,-113.5,5.8,0.570069444,10,8,2009,BCS,revisado,13,40
1206,76 km al NOROESTE de M ALEMAN(LA DOCE),29.16,-112.17,5.5,0.176064815,23,8,2009,SON,revisado,4,13
1207,34 km al SUR de CD ALTAMIRANO,18.05,-100.67,5.4,0.34912037,57,8,2009,GRO,revisado,8,22
1208,172 km al SUROESTE de PIJIJIAPAN,14.41,-94.13,5.3,0.238020833,17,8,2009,CHIS,revisado,5,42
1209,172 km al SUROESTE de PIJIJIAPAN,14.36,-94.04,5,0.18037037,19,8,2009,CHIS,revisado,4,19
1210,59 km al SUROESTE de ISLA,17.54,-95.75,5.1,0.010092593,100,9,2009,VER,revisado,0,14
1211,379 km al SUROESTE de PUERTO VALLARTA,19.2,-108.53,5.6,0.57369213,10,9,2009,JAL,revisado,13,46
1212,30 km al NOROESTE de S LUIS R COLORADO,32.58,-115.06,5.1,0.746712963,11,9,2009,SON,revisado,17,55
1213,263 km al OESTE de CIHUATLAN,18.77,-107.01,5.5,0.094722222,20,9,2009,JAL,revisado,2,16
1214,333 km al SUROESTE de PUERTO VALLARTA,18.69,-107.68,5.2,0.515856481,33,10,2009,JAL,revisado,12,22
1215,267 km al SUR de TECOMAN,16.56,-104.44,5.1,0.627685185,16,10,2009,COL,revisado,15,3
1216,21 km al NORESTE de ALVARADO,18.95,-95.69,5.5,0.203449074,20,10,2009,VER,revisado,4,52
1217,184 km al SUROESTE de CIHUATLAN,18.08,-105.82,5.1,0.005960648,16,11,2009,JAL,revisado,0,8
1218,85 km al SUROESTE de CD HIDALGO,14.4,-92.89,5,0.835162037,31,12,2009,CHIS,revisado,20,2
1219,108 km al SUROESTE de CIHUATLAN,18.92,-105.53,5.1,0.516655093,5,12,2009,JAL,revisado,12,23
1220,84 km al SUROESTE de CIHUATLAN,18.97,-105.31,5.2,0.565231481,8,12,2009,JAL,revisado,13,33
1221,85 km al SUROESTE de CIHUATLAN,19.02,-105.34,5.2,0.461979167,5,12,2009,JAL,revisado,11,5
1222,25 km al NOROESTE de GPE VICTORIA(KM.43),32.48,-115.24,5.7,0.53400463,8,12,2009,BC,revisado,12,48
1223,94 km al SUROESTE de CD HIDALGO,13.87,-92.43,5,0.769780093,18,1,2010,CHIS,revisado,18,28
1224,185 km al SURESTE de CD HIDALGO,13.85,-90.66,5.6,0.403148148,118,1,2010,CHIS,revisado,9,40
1225,22 km al ESTE de PUERTO ESCONDIDO,15.89,-96.86,5.8,0.783101852,40,2,2010,OAX,revisado,18,47
1226,102 km al SURESTE de LAS MARGARITAS,15.93,-91.11,5.5,0.202951389,25,2,2010,CHIS,revisado,4,52
1227,89 km al SURESTE de LAS MARGARITAS,15.99,-91.22,5.4,0.386145833,27,2,2010,CHIS,revisado,9,16
1228,71 km al SURESTE de LAS MARGARITAS,16.1,-91.36,5.4,0.663703704,45,3,2010,CHIS,revisado,15,55
1229,23 km al SURESTE de MEXICALI,32.47,-115.37,7.2,0.736597222,10,4,2010,BC,revisado,17,40
1230,13 km al NOROESTE de GPE VICTORIA(KM.43),32.33,-115.23,5.4,0.489212963,10,4,2010,BC,revisado,11,44
1231,45 km al SUROESTE de PINOTEPA NACIONAL,16.15,-98.42,5.1,0.209097222,4,4,2010,OAX,revisado,5,1
1232,62 km al SUROESTE de CD HIDALGO,14.21,-92.47,5.6,0.354837963,21,4,2010,CHIS,revisado,8,30
1233,45 km al SUROESTE de PINOTEPA NACIONAL,16.08,-98.37,5,0.895069444,5,4,2010,OAX,revisado,21,28
1234,44 km al SURESTE de PETATLAN,17.15,-101.16,5,0.775162037,4,5,2010,GRO,revisado,18,36
1235,43 km al NOROESTE de SANTA ISABEL,32.89,-115.92,5.7,0.977060185,19,6,2010,BC,revisado,23,26
1236,36 km al SUR de S PEDRO POCHUTLA,15.42,-96.46,5.1,0.506226852,10,6,2010,OAX,revisado,12,8
1237,13 km al SURESTE de PINOTEPA NACIONAL,16.24,-97.99,6,0.098923611,4,6,2010,OAX,revisado,2,22
1238,189 km al SURESTE de CD HIDALGO,13.56,-90.83,5,0.425405093,101,8,2010,CHIS,revisado,10,12
1239,46 km al SURESTE de CD HIDALGO,14.31,-91.96,5.2,0.717488426,38,8,2010,CHIS,revisado,17,13
1240,299 km al SUROESTE de CIHUATLAN,18.44,-107.27,6.1,0.883275463,14,8,2010,JAL,revisado,21,11
1241,291 km al OESTE de CIHUATLAN,18.58,-107.24,5,0.573888889,15,8,2010,JAL,revisado,13,46
1242,13 km al SUR de GPE VICTORIA(KM.43),32.17,-115.08,5,0.244675926,10,9,2010,BC,revisado,5,52
1243,78 km al SUROESTE de V HIDALGO(EL NUEVO),21.49,-105.93,5.5,0.772233796,16,9,2010,NAY,revisado,18,32
1244,32 km al SUROESTE de PIJIJIAPAN,15.58,-93.49,5.1,0.045671296,96,9,2010,CHIS,revisado,1,5
1245,140 km al SURESTE de SAN FELIPE,29.9,-114.18,5.1,0.118136574,10,9,2010,BC,revisado,2,50
1246,81 km al SUR de SALINA CRUZ,15.46,-95.32,5,0.404259259,28,9,2010,OAX,revisado,9,42
1247,120 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ),24.73,-109.23,5.9,0.965069444,10,10,2010,SIN,revisado,23,9
1248,81 km al SUROESTE de LOS MOCHIS,25.09,-109.23,5.6,0.969108796,10,10,2010,SIN,revisado,23,15
1249,120 km al SUROESTE de GUASAVE,24.67,-109.13,5.8,0.082083333,6,10,2010,SIN,revisado,1,58
1250,107 km al NORESTE de LA PAZ,24.65,-109.41,6.5,0.53693287,8,10,2010,BCS,revisado,12,53
1251,119 km al ESTE de SAN JOSE DEL CABO,23.03,-108.55,5.3,0.890532407,8,10,2010,BCS,revisado,21,22
1252,16 km al NORTE de CINTALAPA,16.84,-93.74,5,0.719976852,169,11,2010,CHIS,revisado,17,16
1253,293 km al SURESTE de CD HIDALGO,13.36,-89.8,5.5,0.473402778,20,12,2010,CHIS,revisado,11,21
1254,11 km al OESTE de CINTALAPA,16.68,-93.82,5.1,0.168020833,129,1,2011,CHIS,revisado,4,1
1255,321 km al SUROESTE de LA MIRA,15.72,-104.15,5.5,0.810821759,10,1,2011,MICH,revisado,19,27
1256,18 km al SURESTE de GPE VICTORIA(KM.43),32.14,-115.01,5.1,0.491400463,20,2,2011,BC,revisado,11,47
1257,7 km al SUROESTE de GPE VICTORIA(KM.43),32.23,-115.14,5,0.565775463,15,2,2011,BC,revisado,13,34
1258,34 km al SUROESTE de SAYULA DE ALEMAN,17.69,-95.21,6,0.296851852,135,2,2011,VER,revisado,7,7
1259,99 km al SUROESTE de AHOME,25.35,-109.93,5.2,0.309710648,14,3,2011,SIN,revisado,7,25
1260,74 km al SUROESTE de AHOME,25.58,-109.81,5.2,0.34099537,12,3,2011,SIN,revisado,8,11
1261,83 km al SUROESTE de CD HIDALGO,14.2,-92.74,5.3,0.014525463,20,3,2011,CHIS,revisado,0,20
1262,80 km al SUROESTE de LAS CHOAPAS,17.22,-94.32,6.7,0.341226852,171,4,2011,VER,revisado,8,11
1263,29 km al SURESTE de ACAPULCO,16.71,-99.68,5.5,0.255185185,8,4,2011,GRO,revisado,6,7
1264,67 km al SUROESTE de H GUAYMAS,27.57,-111.45,5.4,0.673888889,13,4,2011,SON,revisado,16,10
1265,50 km al NORESTE de MAPASTEPEC,15.87,-92.73,5.1,0.684641204,194,4,2011,CHIS,revisado,16,25
1266,127 km al NORESTE de GUERRERO NEGRO,28.81,-113.19,5.1,0.730509259,8,4,2011,BCS,revisado,17,31
1267,54 km al OESTE de OMETEPEC,16.61,-98.91,5.5,0.350081019,12,5,2011,GRO,revisado,8,24
1268,70 km al NORESTE de SANTA ROSALIA,27.68,-111.67,5,0.584525463,12,5,2011,BCS,revisado,14,1
1269,67 km al SUROESTE de HUETAMO,18.47,-101.51,5.1,0.47900463,20,6,2011,MICH,revisado,11,29
1270,70 km al SUROESTE de PIJIJIAPAN,15.11,-93.48,5.2,0.413425926,69,6,2011,CHIS,revisado,9,55
1271,26 km al NOROESTE de SAN MARCOS,16.9,-99.61,5.2,0.746342593,29,6,2011,GRO,revisado,17,54
1272,15 km al NORESTE de S PEDRO POCHUTLA,15.87,-96.41,5.3,0.321168981,27,7,2011,OAX,revisado,7,42
1273,100 km al SUROESTE de LOS MOCHIS,25.11,-109.64,5.9,0.530763889,13,7,2011,SIN,revisado,12,44
1274,197 km al SUR de SALINA CRUZ,14.42,-94.9,5.6,0.106331019,18,8,2011,OAX,revisado,2,33
1275,13 km al NORESTE de ARRIAGA ,16.29,-93.79,5.1,0.517384259,111,9,2011,CHIS,revisado,12,25
1276,355 km al SUR de CABO SAN LUCAS,19.73,-109.3,6,0.272199074,16,11,2011,BCS,revisado,6,31
1277,354 km al SUR de CABO SAN LUCAS,19.74,-109.31,6,0.272199074,15,11,2011,BCS,revisado,6,31
1278,155 km al SUROESTE de CD HIDALGO,13.35,-92.6,5,0.296203704,60,11,2011,CHIS,revisado,7,6
1279,43 km al SUROESTE de CD HIDALGO,14.43,-92.46,5.4,0.313287037,40,11,2011,CHIS,revisado,7,31
1280,53 km al NOROESTE de LORETO,26.29,-111.78,5,0.399780093,16,12,2011,BCS,revisado,9,35
1281,50 km al SUROESTE de LAS CHOAPAS,17.48,-94.25,5.1,0.96755787,193,12,2011,VER,revisado,23,13
1282,50 km al NOROESTE de ZUMPANGO DEL RIO,17.84,-99.96,6.5,0.824594907,54,12,2011,GRO,revisado,19,47
1283,30 km al SUROESTE de PINOTEPA NACIONAL,16.22,-98.3,5,0.293321759,6,12,2011,OAX,revisado,7,2
1284,167 km al SUROESTE de CD HIDALGO,13.81,-93.42,5.1,0.829328704,14,12,2011,CHIS,revisado,19,54
1285,78 km al SURESTE de SAN FELIPE,30.52,-114.27,5.2,0.272719907,20,12,2011,BC,revisado,6,32
1286,92 km al SUROESTE de MAPASTEPEC,14.7043,-93.2882,6,0.532789352,16.1,1,2012,CHIS,revisado,12,47
1287,171 km al SUROESTE de TONALA,14.681,-94.4267,5,0.29630787,16,2,2012,CHIS,revisado,7,6
1288,78 km al SUROESTE de HUIXTLA,14.5855,-92.9197,5,0.593530093,25,2,2012,CHIS,revisado,14,14
1289,75 km al SURESTE de CRUCECITA,15.264,-95.6695,5.3,0.815497685,16.1,2,2012,OAX,revisado,19,34
1290,79 km al SURESTE de CRUCECITA,15.2295,-95.6503,5.1,0.818032407,16.3,2,2012,OAX,revisado,19,37
1291,106 km al SUROESTE de HUIXTLA,14.4607,-93.166,5.2,0.548391204,22.4,2,2012,CHIS,revisado,13,9
1292,88 km al SUROESTE de MAPASTEPEC,14.768,-93.3245,5.2,0.713009259,29.2,3,2012,CHIS,revisado,17,6
1293,46 km al SUR de OMETEPEC,16.264,-98.457,7.5,0.501944444,18,3,2012,GRO,revisado,12,2
1294,55 km al SUROESTE de PINOTEPA NACIONAL,16.182,-98.5382,5.3,0.52474537,12.6,3,2012,OAX,revisado,12,35
1295,86 km al SUROESTE de PINOTEPA NACIONAL,15.9023,-98.7147,5.2,0.54349537,3.5,3,2012,OAX,revisado,13,2
1296,66 km al SUROESTE de PINOTEPA NACIONAL,15.9133,-98.485,5.1,0.555462963,7,3,2012,OAX,revisado,13,19
1297,59 km al SUROESTE de OMETEPEC,16.2165,-98.6803,5.2,0.565393519,6.1,3,2012,GRO,revisado,13,34
1298,26 km al OESTE de PINOTEPA NACIONAL,16.3608,-98.2907,5.2,0.593518519,5.6,3,2012,OAX,revisado,14,14
1299,76 km al SUROESTE de PINOTEPA NACIONAL,15.8748,-98.5797,5,0.449097222,14.2,3,2012,OAX,revisado,10,46
1300,132 km al SUROESTE de HUIXTLA,14.2818,-93.324,5.4,0.511238426,18,3,2012,CHIS,revisado,12,16
1301,28 km al SUROESTE de OMETEPEC,16.4648,-98.5445,5,0.724861111,20,4,2012,GRO,revisado,17,23
1302,45 km al SUROESTE de OMETEPEC,16.2948,-98.544,6,0.525497685,12,4,2012,GRO,revisado,12,36
1303,79 km al OESTE de LA MIRA,17.9217,-103.068,6.4,0.746643519,20,4,2012,MICH,revisado,17,55
1304,112 km al NORESTE de GUERRERO NEGRO,28.7955,-113.414,6,0.087488426,15,4,2012,BCS,revisado,2,5
1305,130 km al NORESTE de GUERRERO NEGRO,28.8278,-113.164,6.8,0.094282407,5,4,2012,BCS,revisado,2,15
1306,136 km al NORESTE de GUERRERO NEGRO,28.9413,-113.224,5,0.227013889,15,4,2012,BCS,revisado,5,26
1307,39 km al SUROESTE de PINOTEPA NACIONAL,16.1453,-98.352,5.2,0.2153125,5,4,2012,OAX,revisado,5,10
1308,137 km al ESTE de LA PAZ,24.1152,-108.966,5.2,0.935891204,16,4,2012,BCS,revisado,22,27
1309,46 km al SUROESTE de CD ALTAMIRANO,18.2507,-101.085,5.6,0.484699074,51.1,5,2012,GRO,revisado,11,37
1310,113 km al SUROESTE de HUIXTLA,14.4265,-93.2253,6.1,0.738611111,12,5,2012,CHIS,revisado,17,43
1311,6 km al NORESTE de MOTOZINTLA,15.4062,-92.2193,5.1,0.513240741,169.3,6,2012,CHIS,revisado,12,19
1312,88 km al SUROESTE de MAPASTEPEC,14.7605,-93.3115,5.3,0.333611111,20,6,2012,CHIS,revisado,8,0
1313,108 km al ESTE de CD HIDALGO,14.8057,-91.1597,5.1,0.863217593,204,7,2012,CHIS,revisado,20,43
1314,29 km al SUROESTE de PINOTEPA NACIONAL,16.2592,-98.3058,5,0.017685185,6,7,2012,OAX,revisado,0,25
1315,94 km al SUROESTE de CD HIDALGO,14.0647,-92.7543,5.7,0.307094907,16.2,7,2012,CHIS,revisado,7,22
1316,374 km al SUR de CABO SAN LUCAS,19.5848,-109.165,5.5,0.898993056,10,8,2012,BCS,revisado,21,34
1317,103 km al SURESTE de SALINA CRUZ,15.3708,-94.7282,5,0.3184375,16,8,2012,OAX,revisado,7,38
1318,67 km al NORTE de MEXICALI,33.2658,-115.495,5.5,0.605115741,16.6,8,2012,BC,revisado,14,31
1319,47 km al NORTE de MEXICALI,33.087,-115.474,5.6,0.665266204,17,8,2012,BC,revisado,15,57
1320,88 km al SUROESTE de PUERTO PEÃ‘ASCO,30.6152,-113.965,5.2,0.016203704,13.8,8,2012,SON,revisado,0,23
1321,86 km al SUROESTE de PUERTO PEÃ‘ASCO,30.6413,-113.982,5.2,0.761111111,16.1,8,2012,SON,revisado,18,16
1322,25 km al SUROESTE de VENUSTIANO CARRANZA,16.2285,-92.7732,5.3,0.542916667,256.7,9,2012,CHIS,revisado,13,1
1323,26 km al SUROESTE de PINOTEPA NACIONAL,16.2553,-98.2823,5.4,0.312465278,4.6,9,2012,OAX,revisado,7,29
1324,71 km al NORTE de LA PAZ,24.777,-110.234,6,0.781539352,11.2,9,2012,BCS,revisado,18,45
1325,83 km al SUROESTE de PINOTEPA NACIONAL,15.8823,-98.6685,5.5,0.091087963,16.9,9,2012,OAX,revisado,2,11
1326,252 km al OESTE de CIHUATLAN,18.687,-106.884,5.3,0.52255787,5,10,2012,JAL,revisado,12,32
1327,136 km al NORESTE de SAN JOSE DEL CABO,23.7108,-108.58,5.3,0.626493056,1,10,2012,BCS,revisado,15,2
1328,99 km al SUROESTE de AHOME,25.155,-109.689,5.7,0.059965278,10,10,2012,SIN,revisado,1,26
1329,67 km al SUROESTE de CD HIDALGO,14.4567,-92.7298,5.2,0.237060185,13.9,10,2012,CHIS,revisado,5,41
1330,68 km al SUROESTE de CD HIDALGO,14.413,-92.7193,5,0.473668981,57.3,10,2012,CHIS,revisado,11,22
1331,74 km al SUR de CD HIDALGO,14.0272,-92.3155,7.3,0.441550926,17.1,11,2012,CHIS,revisado,10,35
1332,116 km al SUROESTE de CD HIDALGO,13.7518,-92.6497,5.1,0.580231481,24.4,11,2012,CHIS,revisado,13,55
1333,107 km al SUROESTE de CD HIDALGO,13.7858,-92.5287,5.5,0.696354167,5,11,2012,CHIS,revisado,16,42
1334,62 km al SUROESTE de CD HIDALGO,14.2298,-92.4993,5.2,0.468923611,17,11,2012,CHIS,revisado,11,15
1335,103 km al SUROESTE de CD HIDALGO,13.8108,-92.5032,6.2,0.677048611,6.6,11,2012,CHIS,revisado,16,14
1336,119 km al SUR de CD HIDALGO,13.6157,-92.3075,5,0.697534722,11.7,11,2012,CHIS,revisado,16,44
1337,86 km al SUROESTE de CD HIDALGO,13.9505,-92.4422,5,0.723055556,11.3,11,2012,CHIS,revisado,17,21
1338,111 km al SUROESTE de CD HIDALGO,13.8432,-92.7272,5,0.029560185,12,11,2012,CHIS,revisado,0,42
1339,24 km al SURESTE de CD ALTAMIRANO,18.1832,-100.529,6.1,0.139143519,45.4,11,2012,GRO,revisado,3,20
1340,146 km al SUR de CD HIDALGO,13.3787,-92.4018,5,0.564224537,8,11,2012,CHIS,revisado,13,32
1341,74 km al SUROESTE de CD HIDALGO,14.3507,-92.7457,5.4,0.749050926,15.8,12,2012,CHIS,revisado,17,58
1342,73 km al SUR de CD HIDALGO,14.0285,-92.2772,5.1,0.919548611,20,12,2012,CHIS,revisado,22,4
1343,257 km al SUROESTE de PLAYAS DE ROSARITO,31.1935,-119.415,6.4,0.191712963,15.9,12,2012,BC,revisado,4,36
1344,60 km al SURESTE de CD HIDALGO,14.4362,-91.6575,5.4,0.171655093,99.2,12,2012,CHIS,revisado,4,7
1345,53 km al NORESTE de CRUCECITA,16.028,-95.7203,5.3,0.818321759,42.5,12,2012,OAX,revisado,19,38
1346,107 km al SUROESTE de HUIXTLA,14.4723,-93.1892,5.3,0.264837963,20,12,2012,CHIS,revisado,6,21
1347,24 km al NOROESTE de HUIXTLA,15.2107,-92.6727,5.2,0.802291667,82.8,12,2012,CHIS,revisado,19,15
1348,73 km al SUROESTE de HUIXTLA,14.6087,-92.8738,5.4,0.437962963,28,1,2013,CHIS,revisado,10,30
1349,31 km al ESTE de MOTOZINTLA,15.2968,-91.9683,5,0.606145833,231.6,1,2013,CHIS,revisado,14,32
1350,103 km al ESTE de LORETO,25.913,-110.32,5.5,0.436400463,15,1,2013,BCS,revisado,10,28
1351,23 km al SUROESTE de OMETEPEC,16.4907,-98.491,5,0.555868056,12.1,1,2013,GRO,revisado,13,20
1352,46 km al SUROESTE de TECOMAN,18.5043,-103.989,5.6,0.641076389,3.2,2,2013,COL,revisado,15,23
1353,150 km al ESTE de CD HIDALGO,14.383,-90.788,6.1,0.709872685,197,3,2013,CHIS,revisado,17,2
1354,67 km al SUROESTE de PINOTEPA NACIONAL,15.8608,-98.433,5.5,0.294988426,5.3,3,2013,OAX,revisado,7,4
1355,62 km al SUROESTE de PINOTEPA NACIONAL,15.929,-98.4498,5,0.300196759,8,3,2013,OAX,revisado,7,12
1356,65 km al SUR de CD HIDALGO,14.1123,-92.0055,5,0.870173611,83.5,3,2013,CHIS,revisado,20,53
1357,23 km al SUROESTE de TECPAN,17.1092,-100.808,5.3,0.8325,15.2,4,2013,GRO,revisado,19,58
1358,321 km al SURESTE de CHETUMAL,15.8648,-87.0532,5.4,0.593043981,10,4,2013,QR,revisado,14,13
1359,15 km al NOROESTE de ZIHUATANEJO,17.7727,-101.599,5.2,0.948020833,37.2,4,2013,GRO,revisado,22,45
1360,13 km al SUROESTE de CD LAZARO CARDENAS,17.8568,-102.28,5.9,0.844837963,40.5,4,2013,MICH,revisado,20,16
1361,85 km al SURESTE de CD HIDALGO,13.955,-91.8863,5.3,0.659363426,26.1,5,2013,CHIS,revisado,15,49
1362,130 km al SURESTE de CD HIDALGO,13.6427,-91.591,5.3,0.104212963,71.4,5,2013,CHIS,revisado,2,30
1363,24 km al SURESTE de CD DE HUITZUCO,18.113,-99.2283,5.8,0.013217593,55.1,6,2013,GRO,revisado,0,19
1364,134 km al SURESTE de CD HIDALGO,13.6587,-91.4817,5.1,0.616782407,15,7,2013,CHIS,revisado,14,48
1365,16 km al SUROESTE de PIJIJIAPAN,15.6108,-93.3345,5.3,0.354155093,94.5,7,2013,CHIS,revisado,8,29
1366,394 km al SUROESTE de ZIHUATANEJO,14.4118,-103.113,5,0.225601852,5,8,2013,GRO,revisado,5,24
1367,15 km al SURESTE de UNION HIDALGO,16.3562,-94.7627,5,0.187337963,77.7,8,2013,OAX,revisado,4,29
1368,81 km al SURESTE de CD HIDALGO,14.1845,-91.5988,5.7,0.040081019,61,8,2013,CHIS,revisado,0,57
1369,29 km al SUROESTE de OMETEPEC,16.5127,-98.607,5,0.637152778,20,8,2013,GRO,revisado,15,17
1370,23 km al SUROESTE de OMETEPEC,16.5462,-98.5742,5,0.493541667,6.7,8,2013,GRO,revisado,11,50
1371,27 km al SUROESTE de OMETEPEC,16.5087,-98.5793,5.1,0.439583333,17.4,8,2013,GRO,revisado,10,33
1372,21 km al OESTE de SAN MARCOS,16.7527,-99.5812,6,0.318391204,5,8,2013,GRO,revisado,7,38
1373,26 km al SURESTE de ACAPULCO,16.7258,-99.7013,5,0.334930556,10.1,8,2013,GRO,revisado,8,2
1374,39 km al SUROESTE de CD HIDALGO,14.3368,-92.2562,6,0.801018519,69.7,9,2013,CHIS,revisado,19,13
1375,62 km al SURESTE de CD HIDALGO,14.1497,-91.973,5.1,0.806006944,39.7,9,2013,CHIS,revisado,19,20
1376,27 km al SURESTE de CD HIDALGO,14.496,-91.989,5.1,0.811099537,78.4,9,2013,CHIS,revisado,19,27
1377,135 km al SURESTE de CD HIDALGO,13.997,-91.1118,5.3,0.335694444,20,9,2013,CHIS,revisado,8,3
1378,53 km al SUROESTE de DELICIAS,27.7873,-105.762,5.4,0.302916667,1.2,9,2013,CHIH,revisado,7,16
1379,180 km al SUROESTE de CD HIDALGO,13.9342,-93.6337,5.6,0.073622685,7.6,9,2013,CHIS,revisado,1,46
1380,20 km al SUR de COYUCA DE BENITEZ,16.8263,-100.109,5,0.424259259,5,10,2013,GRO,revisado,10,10
1381,89 km al ESTE de LORETO,26.0867,-110.461,6.3,0.538136574,14.1,10,2013,BCS,revisado,12,54
1382,33 km al SUROESTE de ZIHUATANEJO,17.3595,-101.649,5,0.812673611,10,11,2013,GRO,revisado,19,30
1383,41 km al SUROESTE de ZIHUATANEJO,17.295,-101.668,5.4,0.889525463,20,11,2013,GRO,revisado,21,20
1384,385 km al SURESTE de CABO SAN LUCAS,19.5345,-108.924,5.2,0.7825,10,12,2013,BCS,revisado,18,46
1385,22 km al SUR de CD HIDALGO,14.4825,-92.1555,5,0.843333333,79,1,2014,CHIS,revisado,20,14
1386,27 km al SUROESTE de CD HIDALGO,14.4485,-92.2465,5.5,0.299189815,78.5,1,2014,CHIS,revisado,7,10
1387,85 km al SURESTE de CD HIDALGO,14.0348,-91.7283,5,0.710891204,66,1,2014,CHIS,revisado,17,3
1388,404 km al SURESTE de CD HIDALGO,13.0107,-88.8262,5,0.062314815,74.2,1,2014,CHIS,revisado,1,29
1389,135 km al SUROESTE de CD HIDALGO,14.0745,-93.238,5.7,0.678645833,11.7,3,2014,CHIS,revisado,16,17
1390,124 km al SUROESTE de CD HIDALGO,14.1222,-93.149,5.1,0.684814815,26.2,3,2014,CHIS,revisado,16,26
1391,135 km al SUROESTE de CD HIDALGO,14.0413,-93.219,5.1,0.772256944,16,3,2014,CHIS,revisado,18,32
1392,72 km al SUROESTE de PINOTEPA NACIONAL,15.8347,-98.477,5.8,0.776354167,4.8,3,2014,OAX,revisado,18,37
